graph	variant	theta	seeds	basin_best_1e5	basin_best_1e6	se_basin_best_1e6	best_real_1e6	acc_rate_1e6
geometric_n124_d5	hk_sched	0.60	32	13.944	15.400	0.685	56.319	0.75107
geometric_n124_d5	hk_sched	0.70	32	15.144	15.494	0.758	66.381	0.80652
geometric_n124_d5	hk_sched	0.80	32	17.188	17.250	0.864	73.856	0.84813
geometric_n124_d5	hk_sched	0.90	32	17.450	17.044	0.765	78.306	0.87954
geometric_n124_d5	hk_sched	1.00	32	16.944	18.706	1.017	82.019	0.90399
geometric_n124_d5	hk_sched	1.10	8	20.225	19.075	1.806	86.150	0.92324
geometric_n124_d5	hk_sched	1.20	8	16.050	18.150	1.317	88.750	0.93846
geometric_n124_d10	none	-1.00	8	39.000	39.000	5.369	39.000	0.00421
geometric_n124_d10	none	-0.90	8	36.025	35.400	2.274	35.400	0.00521
geometric_n124_d10	none	-0.80	8	39.450	36.350	2.154	36.350	0.00551
geometric_n124_d10	none	-0.70	8	36.250	36.250	2.989	36.250	0.00832
geometric_n124_d10	none	-0.60	8	36.275	36.275	3.614	36.275	0.00693
geometric_n124_d10	none	-0.50	8	33.425	32.500	3.316	32.500	0.01113
geometric_n124_d10	none	-0.40	8	37.450	36.750	2.188	36.750	0.01035
geometric_n124_d10	none	-0.30	32	31.250	30.537	0.423	30.537	0.01679
geometric_n124_d10	none	-0.20	32	31.369	30.175	0.313	30.175	0.02238
geometric_n124_d10	none	-0.10	32	29.712	29.650	0.321	29.650	0.03186
geometric_n124_d10	none	0.00	32	29.556	29.556	0.333	29.556	0.04889
geometric_n124_d10	none	0.10	32	29.825	29.825	0.318	29.825	0.07422
geometric_n124_d10	none	0.20	32	29.325	29.194	0.348	29.194	0.11667
geometric_n124_d10	none	0.30	32	29.594	27.781	0.279	28.056	0.18280
geometric_n124_d10	none	0.40	32	28.887	27.394	0.171	32.231	0.28330
geometric_n124_d10	none	0.50	32	31.150	30.162	0.805	47.506	0.39713
geometric_n124_d10	none	0.60	32	37.050	32.887	0.900	69.088	0.52289
geometric_n124_d10	none	0.70	32	39.544	37.438	1.664	95.950	0.65274
geometric_n124_d10	none	0.80	32	40.462	38.750	1.896	120.369	0.75210
geometric_n124_d10	none	0.90	32	42.862	44.269	2.206	139.444	0.81763
geometric_n124_d10	none	1.00	32	43.750	40.175	1.469	156.750	0.86163
geometric_n124_d10	none	1.10	8	43.125	40.750	3.226	170.525	0.89341
geometric_n124_d10	none	1.20	8	44.200	42.950	2.434	175.500	0.91685
geometric_n124_d10	rk1	-1.00	8	43.975	43.175	4.209	43.475	0.00016
geometric_n124_d10	rk1	-0.90	8	46.550	44.125	5.667	44.125	0.00024
geometric_n124_d10	rk1	-0.80	8	41.600	41.475	4.322	41.475	0.00024
geometric_n124_d10	rk1	-0.70	8	43.375	37.025	3.476	37.025	0.00030
geometric_n124_d10	rk1	-0.60	8	42.100	37.850	3.487	37.925	0.00036
geometric_n124_d10	rk1	-0.50	8	35.475	32.950	2.420	32.950	0.00042
geometric_n124_d10	rk1	-0.40	8	40.100	37.175	4.939	37.175	0.00047
geometric_n124_d10	rk1	-0.30	32	38.737	35.662	1.906	35.662	0.00059
geometric_n124_d10	rk1	-0.20	32	36.550	31.181	0.827	31.181	0.00077
geometric_n124_d10	rk1	-0.10	32	35.406	30.587	0.650	30.587	0.00119
geometric_n124_d10	rk1	0.00	32	32.981	29.206	0.350	29.206	0.00217
geometric_n124_d10	rk1	0.10	32	30.006	29.450	0.341	29.494	0.00467
geometric_n124_d10	rk1	0.20	32	29.337	28.844	0.353	29.225	0.01075
geometric_n124_d10	rk1	0.30	32	31.106	29.669	0.422	31.888	0.02705
geometric_n124_d10	rk1	0.40	32	32.481	27.850	0.397	38.819	0.06895
geometric_n124_d10	rk1	0.50	32	33.312	30.119	0.629	54.175	0.14429
geometric_n124_d10	rk1	0.60	32	34.244	34.200	0.848	74.512	0.26852
geometric_n124_d10	rk1	0.70	32	40.650	36.731	1.030	100.756	0.43870
geometric_n124_d10	rk1	0.80	32	39.250	39.556	1.668	123.688	0.58954
geometric_n124_d10	rk1	0.90	32	37.737	40.244	1.741	143.750	0.69409
geometric_n124_d10	rk1	1.00	32	42.956	42.606	1.818	158.644	0.76681
geometric_n124_d10	rk1	1.10	8	40.675	43.075	4.948	170.950	0.81996
geometric_n124_d10	rk1	1.20	8	42.900	37.700	2.147	173.000	0.85914
geometric_n124_d10	rk4	-1.00	8	35.225	33.850	1.234	33.850	0.00012
geometric_n124_d10	rk4	-0.90	8	37.225	35.625	2.275	35.625	0.00012
geometric_n124_d10	rk4	-0.80	8	37.075	36.150	3.917	36.150	0.00014
geometric_n124_d10	rk4	-0.70	8	48.300	46.225	4.261	46.225	0.00014
geometric_n124_d10	rk4	-0.60	8	40.175	39.525	3.263	39.525	0.00017
geometric_n124_d10	rk4	-0.50	8	36.750	32.725	1.876	32.725	0.00024
geometric_n124_d10	rk4	-0.40	8	34.325	32.800	2.599	32.800	0.00062
geometric_n124_d10	rk4	-0.30	8	33.650	33.000	1.699	33.000	0.00137
geometric_n124_d10	rk4	-0.20	8	32.625	29.500	0.732	29.500	0.00349
geometric_n124_d10	rk4	-0.10	8	31.550	29.925	0.639	29.925	0.00830
geometric_n124_d10	rk4	0.00	8	29.950	29.950	0.644	29.950	0.01805
geometric_n124_d10	rk4	0.10	8	30.450	30.450	0.494	30.450	0.03617
geometric_n124_d10	rk4	0.20	8	30.700	29.925	0.639	29.925	0.06950
geometric_n124_d10	rk4	0.30	8	29.100	27.525	0.525	27.700	0.11886
geometric_n124_d10	rk4	0.40	8	27.725	28.150	0.757	34.975	0.19902
geometric_n124_d10	rk4	0.50	8	34.000	31.625	1.777	52.275	0.30561
geometric_n124_d10	rk4	0.60	8	35.950	31.175	1.451	72.150	0.44275
geometric_n124_d10	rk4	0.70	8	41.300	37.400	2.822	98.900	0.59410
geometric_n124_d10	rk4	0.80	8	44.025	44.875	4.132	124.500	0.70902
geometric_n124_d10	rk4	0.90	8	40.350	35.000	1.945	142.225	0.78434
geometric_n124_d10	rk4	1.00	8	43.425	41.875	3.993	154.125	0.83654
geometric_n124_d10	rk4	1.10	8	44.500	39.775	3.085	170.975	0.87363
geometric_n124_d10	rk4	1.20	8	47.800	35.175	2.521	177.225	0.90154
geometric_n124_d10	nsm_rho1	-1.00	8	33.975	33.975	2.568	33.975	0.01927
geometric_n124_d10	nsm_rho1	-0.90	8	39.300	37.275	3.985	37.275	0.02018
geometric_n124_d10	nsm_rho1	-0.80	8	39.800	39.325	3.213	39.325	0.01859
geometric_n124_d10	nsm_rho1	-0.70	8	35.475	34.700	1.983	34.700	0.02098
geometric_n124_d10	nsm_rho1	-0.60	8	36.750	32.950	3.239	32.950	0.02362
geometric_n124_d10	nsm_rho1	-0.50	8	38.400	38.400	4.593	38.400	0.02390
geometric_n124_d10	nsm_rho1	-0.40	8	33.800	30.900	1.223	30.900	0.02771
geometric_n124_d10	nsm_rho1	-0.30	32	31.756	30.469	0.715	30.469	0.03386
geometric_n124_d10	nsm_rho1	-0.20	32	30.862	29.862	0.327	29.862	0.03830
geometric_n124_d10	nsm_rho1	-0.10	32	30.537	30.412	0.232	30.412	0.04760
geometric_n124_d10	nsm_rho1	0.00	32	29.169	29.169	0.344	29.169	0.06501
geometric_n124_d10	nsm_rho1	0.10	32	29.287	29.287	0.340	29.287	0.09235
geometric_n124_d10	nsm_rho1	0.20	32	29.712	29.212	0.351	29.212	0.13118
geometric_n124_d10	nsm_rho1	0.30	32	30.119	27.931	0.304	28.925	0.19894
geometric_n124_d10	nsm_rho1	0.40	32	29.819	27.994	0.338	36.025	0.29565
geometric_n124_d10	nsm_rho1	0.50	32	31.387	30.925	0.758	49.988	0.40909
geometric_n124_d10	nsm_rho1	0.60	32	34.387	32.719	1.009	74.231	0.53297
geometric_n124_d10	nsm_rho1	0.70	32	37.719	35.606	1.234	98.369	0.66099
geometric_n124_d10	nsm_rho1	0.80	32	40.181	38.294	1.331	122.938	0.75895
geometric_n124_d10	nsm_rho1	0.90	32	42.975	46.162	1.975	141.481	0.82281
geometric_n124_d10	nsm_rho1	1.00	32	41.019	40.262	1.581	158.969	0.86568
geometric_n124_d10	nsm_rho1	1.10	8	44.525	44.800	3.307	171.500	0.89659
geometric_n124_d10	nsm_rho1	1.20	8	43.050	39.475	2.671	173.400	0.91949
geometric_n124_d10	nsm_rho0.5	-1.00	8	40.375	38.775	3.277	38.775	0.02063
geometric_n124_d10	nsm_rho0.5	-0.90	8	36.750	36.500	2.841	36.500	0.02187
geometric_n124_d10	nsm_rho0.5	-0.80	8	37.075	36.200	3.074	36.200	0.01983
geometric_n124_d10	nsm_rho0.5	-0.70	8	35.375	35.375	2.665	35.375	0.02249
geometric_n124_d10	nsm_rho0.5	-0.60	8	33.525	33.125	1.391	33.125	0.02242
geometric_n124_d10	nsm_rho0.5	-0.50	8	39.075	33.425	2.465	33.425	0.02668
geometric_n124_d10	nsm_rho0.5	-0.40	8	31.950	31.175	0.773	31.175	0.02869
geometric_n124_d10	nsm_rho0.5	-0.30	8	31.600	30.675	0.574	30.675	0.03171
geometric_n124_d10	nsm_rho0.5	-0.20	8	29.900	29.900	0.634	29.900	0.03764
geometric_n124_d10	nsm_rho0.5	-0.10	8	29.675	29.425	0.711	29.425	0.04801
geometric_n124_d10	nsm_rho0.5	0.00	8	30.425	30.425	0.491	30.425	0.06330
geometric_n124_d10	nsm_rho0.5	0.10	8	29.425	29.425	0.711	29.425	0.09070
geometric_n124_d10	nsm_rho0.5	0.20	8	28.500	28.475	0.720	28.475	0.12788
geometric_n124_d10	nsm_rho0.5	0.30	8	28.100	27.125	0.125	27.800	0.19731
geometric_n124_d10	nsm_rho0.5	0.40	8	30.700	28.000	0.656	35.425	0.29162
geometric_n124_d10	nsm_rho0.5	0.50	8	32.050	27.975	0.841	53.375	0.40402
geometric_n124_d10	nsm_rho0.5	0.60	8	42.475	31.550	1.732	72.175	0.52381
geometric_n124_d10	nsm_rho0.5	0.70	8	41.025	33.350	1.568	94.775	0.65228
geometric_n124_d10	nsm_rho0.5	0.80	8	41.350	33.575	1.955	123.475	0.75317
geometric_n124_d10	nsm_rho0.5	0.90	8	36.525	37.525	2.387	136.600	0.82003
geometric_n124_d10	nsm_rho0.5	1.00	8	39.500	41.100	3.194	155.475	0.86441
geometric_n124_d10	nsm_rho0.5	1.10	8	39.550	43.000	4.094	169.475	0.89545
geometric_n124_d10	nsm_rho0.5	1.20	8	41.025	35.475	3.844	176.850	0.91902
geometric_n124_d10	nsm_erosion	-1.00	8	37.725	37.700	4.693	37.700	0.01825
geometric_n124_d10	nsm_erosion	-0.90	8	30.825	30.825	1.237	30.825	0.02272
geometric_n124_d10	nsm_erosion	-0.80	8	34.200	34.200	2.246	34.200	0.02156
geometric_n124_d10	nsm_erosion	-0.70	8	38.725	38.725	2.128	38.725	0.02213
geometric_n124_d10	nsm_erosion	-0.60	8	32.300	32.300	1.870	32.300	0.02316
geometric_n124_d10	nsm_erosion	-0.50	8	33.825	33.825	2.576	33.825	0.02771
geometric_n124_d10	nsm_erosion	-0.40	8	32.125	30.850	1.223	30.850	0.02876
geometric_n124_d10	nsm_erosion	-0.30	32	33.712	30.456	0.556	30.456	0.03206
geometric_n124_d10	nsm_erosion	-0.20	32	30.444	29.450	0.373	29.450	0.03952
geometric_n124_d10	nsm_erosion	-0.10	32	29.012	28.950	0.350	28.950	0.04892
geometric_n124_d10	nsm_erosion	0.00	32	29.087	29.087	0.352	29.087	0.06364
geometric_n124_d10	nsm_erosion	0.10	32	29.656	29.656	0.322	29.656	0.09088
geometric_n124_d10	nsm_erosion	0.20	32	29.981	29.437	0.339	29.444	0.12981
geometric_n124_d10	nsm_erosion	0.30	32	29.306	27.887	0.301	28.800	0.19434
geometric_n124_d10	nsm_erosion	0.40	32	28.944	27.581	0.290	35.675	0.29056
geometric_n124_d10	nsm_erosion	0.50	32	32.487	29.731	0.641	50.900	0.40178
geometric_n124_d10	nsm_erosion	0.60	32	33.737	32.650	0.864	70.756	0.51967
geometric_n124_d10	nsm_erosion	0.70	32	36.006	35.062	1.048	95.794	0.63944
geometric_n124_d10	nsm_erosion	0.80	32	38.944	38.488	1.893	119.863	0.73874
geometric_n124_d10	nsm_erosion	0.90	32	42.975	42.119	1.866	138.419	0.80768
geometric_n124_d10	nsm_erosion	1.00	32	42.094	38.950	1.626	156.662	0.85505
geometric_n124_d10	nsm_erosion	1.10	8	47.775	43.675	2.710	163.200	0.88883
geometric_n124_d10	nsm_erosion	1.20	8	46.300	45.200	4.134	173.950	0.91357
geometric_n124_d10	hk_tau0.5	-1.00	8	41.125	41.125	3.356	41.125	0.00109
geometric_n124_d10	hk_tau0.5	-0.90	8	40.175	39.125	3.158	39.125	0.00330
geometric_n124_d10	hk_tau0.5	-0.80	8	39.600	37.475	3.187	37.475	0.00379
geometric_n124_d10	hk_tau0.5	-0.70	8	37.725	33.350	2.456	33.350	0.00623
geometric_n124_d10	hk_tau0.5	-0.60	8	37.850	37.725	4.826	37.725	0.00781
geometric_n124_d10	hk_tau0.5	-0.50	8	34.650	34.475	2.671	34.475	0.01140
geometric_n124_d10	hk_tau0.5	-0.40	8	27.950	27.950	0.622	27.950	0.01653
geometric_n124_d10	hk_tau0.5	-0.30	32	33.763	30.556	0.487	30.556	0.01494
geometric_n124_d10	hk_tau0.5	-0.20	32	29.987	29.806	0.381	29.806	0.02109
geometric_n124_d10	hk_tau0.5	-0.10	32	29.019	28.956	0.352	28.956	0.02994
geometric_n124_d10	hk_tau0.5	0.00	32	29.481	29.294	0.341	29.294	0.04138
geometric_n124_d10	hk_tau0.5	0.10	32	29.525	29.525	0.328	29.525	0.06401
geometric_n124_d10	hk_tau0.5	0.20	32	29.569	29.312	0.344	29.312	0.09961
geometric_n124_d10	hk_tau0.5	0.30	32	29.319	28.006	0.313	28.006	0.15805
geometric_n124_d10	hk_tau0.5	0.40	32	28.681	27.094	0.052	29.856	0.26037
geometric_n124_d10	hk_tau0.5	0.50	32	29.250	28.931	0.488	45.563	0.39304
geometric_n124_d10	hk_tau0.5	0.60	32	33.281	32.012	1.027	70.787	0.54361
geometric_n124_d10	hk_tau0.5	0.70	32	36.900	37.637	1.478	100.131	0.68303
geometric_n124_d10	hk_tau0.5	0.80	32	43.375	37.675	1.709	125.288	0.77490
geometric_n124_d10	hk_tau0.5	0.90	32	40.237	41.525	1.680	148.300	0.83331
geometric_n124_d10	hk_tau0.5	1.00	32	40.819	41.106	1.758	160.131	0.87290
geometric_n124_d10	hk_tau0.5	1.10	8	43.000	41.225	3.152	172.475	0.90172
geometric_n124_d10	hk_tau0.5	1.20	8	43.200	43.775	3.438	176.350	0.92352
geometric_n124_d10	hk_tau2	-1.00	8	35.050	35.050	3.283	35.050	0.00348
geometric_n124_d10	hk_tau2	-0.90	8	34.475	34.475	2.808	34.475	0.00451
geometric_n124_d10	hk_tau2	-0.80	8	33.350	33.350	2.076	33.350	0.00343
geometric_n124_d10	hk_tau2	-0.70	8	35.300	35.050	2.206	35.050	0.00665
geometric_n124_d10	hk_tau2	-0.60	8	29.700	29.700	1.243	29.700	0.01061
geometric_n124_d10	hk_tau2	-0.50	8	29.575	29.575	1.422	29.575	0.01312
geometric_n124_d10	hk_tau2	-0.40	8	28.450	28.450	1.022	28.450	0.01721
geometric_n124_d10	hk_tau2	-0.30	32	32.437	31.087	0.546	31.087	0.01500
geometric_n124_d10	hk_tau2	-0.20	32	29.969	29.969	0.408	29.969	0.02026
geometric_n124_d10	hk_tau2	-0.10	32	29.869	29.806	0.381	29.806	0.02747
geometric_n124_d10	hk_tau2	0.00	32	30.344	30.094	0.336	30.094	0.03552
geometric_n124_d10	hk_tau2	0.10	32	29.719	29.656	0.322	29.656	0.05176
geometric_n124_d10	hk_tau2	0.20	32	29.031	28.675	0.341	28.675	0.08078
geometric_n124_d10	hk_tau2	0.30	32	29.256	27.119	0.119	27.119	0.13130
geometric_n124_d10	hk_tau2	0.40	32	27.369	27.125	0.059	28.194	0.24644
geometric_n124_d10	hk_tau2	0.50	32	30.537	28.525	0.429	47.300	0.43386
geometric_n124_d10	hk_tau2	0.60	32	33.425	33.625	0.984	81.188	0.62436
geometric_n124_d10	hk_tau2	0.70	32	40.694	37.294	1.191	114.788	0.74536
geometric_n124_d10	hk_tau2	0.80	32	39.337	39.387	1.497	143.056	0.81620
geometric_n124_d10	hk_tau2	0.90	32	41.100	39.969	1.514	158.875	0.86221
geometric_n124_d10	hk_tau2	1.00	32	41.350	37.862	1.637	167.556	0.89405
geometric_n124_d10	hk_tau2	1.10	8	50.275	38.725	3.129	179.675	0.91775
geometric_n124_d10	hk_tau2	1.20	8	46.400	38.050	3.071	183.600	0.93554
geometric_n124_d10	hk_sched	-1.00	8	32.475	32.225	2.135	32.225	0.00469
geometric_n124_d10	hk_sched	-0.90	8	35.200	34.750	2.262	34.750	0.00323
geometric_n124_d10	hk_sched	-0.80	8	38.700	36.100	2.603	36.100	0.00509
geometric_n124_d10	hk_sched	-0.70	8	30.400	28.675	0.846	28.675	0.00899
geometric_n124_d10	hk_sched	-0.60	8	34.525	31.725	1.357	31.725	0.00823
geometric_n124_d10	hk_sched	-0.50	8	33.800	30.425	1.088	30.425	0.01206
geometric_n124_d10	hk_sched	-0.40	8	31.650	29.900	0.895	29.900	0.01287
geometric_n124_d10	hk_sched	-0.30	32	30.806	29.481	0.381	29.481	0.01718
geometric_n124_d10	hk_sched	-0.20	32	30.700	29.300	0.374	29.300	0.02265
geometric_n124_d10	hk_sched	-0.10	32	30.981	29.794	0.314	29.794	0.03030
geometric_n124_d10	hk_sched	0.00	32	29.500	29.312	0.344	29.312	0.04451
geometric_n124_d10	hk_sched	0.10	32	29.850	29.537	0.330	29.537	0.06798
geometric_n124_d10	hk_sched	0.20	32	29.725	28.931	0.347	28.931	0.10582
geometric_n124_d10	hk_sched	0.30	32	28.156	27.125	0.125	27.131	0.16513
geometric_n124_d10	hk_sched	0.40	32	28.087	27.188	0.070	29.619	0.27226
geometric_n124_d10	hk_sched	0.50	32	32.031	29.094	0.550	46.512	0.41219
geometric_n124_d10	hk_sched	0.60	32	36.313	33.962	0.832	71.662	0.55779
geometric_n124_d10	hk_sched	0.70	32	38.956	36.419	1.467	96.231	0.68704
geometric_n124_d10	hk_sched	0.80	32	40.750	38.206	1.425	123.131	0.77648
geometric_n124_d10	hk_sched	0.90	32	40.425	39.694	1.760	143.631	0.83415
geometric_n124_d10	hk_sched	1.00	32	40.037	38.425	1.491	159.200	0.87369
geometric_n124_d10	hk_sched	1.10	8	45.375	39.250	3.358	169.075	0.90251
geometric_n124_d10	hk_sched	1.20	8	40.825	41.350	3.511	173.375	0.92394
geometric_n124_d20	none	-1.00	8	112.200	112.150	5.353	112.150	0.00136
geometric_n124_d20	none	-0.90	8	125.900	125.900	12.836	125.900	0.00108
geometric_n124_d20	none	-0.80	8	137.625	137.625	15.108	137.625	0.00089
geometric_n124_d20	none	-0.70	8	120.025	113.675	5.794	113.675	0.00333
geometric_n124_d20	none	-0.60	8	113.950	113.950	4.427	113.950	0.00347
geometric_n124_d20	none	-0.50	8	138.950	138.950	11.105	138.950	0.00531
geometric_n124_d20	none	-0.40	8	111.375	111.375	5.037	111.375	0.00534
geometric_n124_d20	none	-0.30	32	112.175	111.631	2.241	111.631	0.00757
geometric_n124_d20	none	-0.20	32	114.875	113.850	3.328	113.850	0.01090
geometric_n124_d20	none	-0.10	32	114.294	110.425	1.736	110.425	0.01456
geometric_n124_d20	none	0.00	32	108.588	108.588	1.852	108.588	0.02013
geometric_n124_d20	none	0.10	32	112.356	112.356	1.552	112.356	0.03029
geometric_n124_d20	none	0.20	32	109.531	109.531	1.743	109.531	0.04041
geometric_n124_d20	none	0.30	32	108.588	108.588	1.852	108.588	0.05880
geometric_n124_d20	none	0.40	32	112.025	111.413	1.724	111.413	0.09233
geometric_n124_d20	none	0.50	32	110.181	103.875	1.907	103.875	0.12795
geometric_n124_d20	none	0.60	32	100.981	96.200	0.000	96.475	0.19460
geometric_n124_d20	none	0.70	32	98.131	96.200	0.000	110.631	0.31836
geometric_n124_d20	none	0.80	32	105.856	101.431	1.864	153.062	0.47416
geometric_n124_d20	none	0.90	32	106.606	104.462	2.122	210.781	0.64368
geometric_n124_d20	none	1.00	32	110.662	110.675	2.410	267.181	0.76823
geometric_n124_d20	none	1.10	8	123.000	109.675	3.974	313.300	0.83839
geometric_n124_d20	none	1.20	8	110.300	114.775	2.743	339.875	0.88180
geometric_n124_d20	rk1	-1.00	8	127.500	127.500	9.461	129.550	0.00014
geometric_n124_d20	rk1	-0.90	8	106.425	106.425	3.885	107.375	0.00016
geometric_n124_d20	rk1	-0.80	8	115.300	115.300	4.769	116.425	0.00015
geometric_n124_d20	rk1	-0.70	8	115.000	114.950	2.737	116.925	0.00015
geometric_n124_d20	rk1	-0.60	8	123.000	122.900	11.923	123.200	0.00018
geometric_n124_d20	rk1	-0.50	8	128.450	128.000	11.957	128.000	0.00018
geometric_n124_d20	rk1	-0.40	8	111.475	111.475	6.308	111.475	0.00022
geometric_n124_d20	rk1	-0.30	32	113.706	113.681	2.809	113.681	0.00027
geometric_n124_d20	rk1	-0.20	32	114.819	107.719	2.041	107.719	0.00037
geometric_n124_d20	rk1	-0.10	32	122.144	116.963	2.451	116.963	0.00055
geometric_n124_d20	rk1	0.00	32	114.269	108.681	1.866	108.681	0.00070
geometric_n124_d20	rk1	0.10	32	109.050	109.013	1.793	109.013	0.00096
geometric_n124_d20	rk1	0.20	32	113.806	111.650	1.617	111.650	0.00164
geometric_n124_d20	rk1	0.30	32	110.725	110.613	1.759	110.613	0.00302
geometric_n124_d20	rk1	0.40	32	111.925	111.900	1.647	112.019	0.00683
geometric_n124_d20	rk1	0.50	32	112.488	112.488	1.705	113.812	0.01633
geometric_n124_d20	rk1	0.60	32	104.256	97.519	0.920	103.631	0.03649
geometric_n124_d20	rk1	0.70	32	99.812	96.812	0.612	119.725	0.09906
geometric_n124_d20	rk1	0.80	32	105.587	101.231	1.807	163.906	0.22885
geometric_n124_d20	rk1	0.90	32	112.213	107.975	2.079	220.200	0.43730
geometric_n124_d20	rk1	1.00	32	110.381	114.350	2.811	272.475	0.61973
geometric_n124_d20	rk1	1.10	8	114.175	111.775	5.299	309.550	0.73121
geometric_n124_d20	rk1	1.20	8	117.275	118.650	4.206	349.975	0.80245
geometric_n124_d20	rk4	-1.00	8	125.600	123.500	7.636	123.550	0.00012
geometric_n124_d20	rk4	-0.90	8	127.425	127.350	12.089	127.350	0.00011
geometric_n124_d20	rk4	-0.80	8	114.225	114.225	4.815	114.750	0.00012
geometric_n124_d20	rk4	-0.70	8	109.250	109.200	3.831	109.200	0.00012
geometric_n124_d20	rk4	-0.60	8	113.175	113.175	7.322	113.175	0.00012
geometric_n124_d20	rk4	-0.50	8	116.200	106.750	4.008	106.800	0.00013
geometric_n124_d20	rk4	-0.40	8	108.875	108.875	3.733	108.875	0.00013
geometric_n124_d20	rk4	-0.30	8	119.725	108.825	3.714	108.825	0.00017
geometric_n124_d20	rk4	-0.20	8	113.875	113.825	4.556	113.825	0.00030
geometric_n124_d20	rk4	-0.10	8	106.800	106.750	4.008	106.750	0.00072
geometric_n124_d20	rk4	0.00	8	111.275	111.275	3.310	111.275	0.00232
geometric_n124_d20	rk4	0.10	8	115.225	115.225	2.760	115.225	0.00637
geometric_n124_d20	rk4	0.20	8	115.600	115.600	2.796	115.600	0.01504
geometric_n124_d20	rk4	0.30	8	112.025	112.025	3.488	112.025	0.02856
geometric_n124_d20	rk4	0.40	8	114.150	111.650	3.403	111.650	0.05304
geometric_n124_d20	rk4	0.50	8	115.225	107.175	4.164	107.225	0.09094
geometric_n124_d20	rk4	0.60	8	104.825	96.200	0.000	97.500	0.14891
geometric_n124_d20	rk4	0.70	8	101.850	96.200	0.000	119.000	0.25431
geometric_n124_d20	rk4	0.80	8	101.150	101.100	3.208	164.200	0.40728
geometric_n124_d20	rk4	0.90	8	113.550	109.700	5.666	218.450	0.59526
geometric_n124_d20	rk4	1.00	8	115.150	111.450	6.464	278.650	0.73229
geometric_n124_d20	rk4	1.10	8	121.250	112.775	3.670	315.800	0.81186
geometric_n124_d20	rk4	1.20	8	124.750	115.700	9.276	343.950	0.86167
geometric_n124_d20	nsm_rho1	-1.00	8	113.575	113.575	4.384	113.575	0.01907
geometric_n124_d20	nsm_rho1	-0.90	8	111.650	111.650	3.403	111.650	0.01916
geometric_n124_d20	nsm_rho1	-0.80	8	119.775	119.775	9.325	119.775	0.01846
geometric_n124_d20	nsm_rho1	-0.70	8	115.125	115.125	8.452	115.125	0.01966
geometric_n124_d20	nsm_rho1	-0.60	8	127.975	127.975	12.044	127.975	0.01976
geometric_n124_d20	nsm_rho1	-0.50	8	130.175	130.175	11.335	130.175	0.02158
geometric_n124_d20	nsm_rho1	-0.40	8	122.250	122.250	12.546	122.250	0.02259
geometric_n124_d20	nsm_rho1	-0.30	32	112.731	112.731	2.085	112.731	0.02333
geometric_n124_d20	nsm_rho1	-0.20	32	109.744	108.175	1.981	108.175	0.02523
geometric_n124_d20	nsm_rho1	-0.10	32	111.800	109.812	1.782	109.812	0.03014
geometric_n124_d20	nsm_rho1	0.00	32	114.050	114.050	1.402	114.050	0.03917
geometric_n124_d20	nsm_rho1	0.10	32	110.331	110.331	1.724	110.331	0.04441
geometric_n124_d20	nsm_rho1	0.20	32	111.506	111.506	1.735	111.506	0.05901
geometric_n124_d20	nsm_rho1	0.30	32	109.294	109.294	1.834	109.294	0.07503
geometric_n124_d20	nsm_rho1	0.40	32	112.413	112.400	1.694	112.400	0.10829
geometric_n124_d20	nsm_rho1	0.50	32	106.175	102.312	1.761	102.469	0.14028
geometric_n124_d20	nsm_rho1	0.60	32	101.606	96.200	0.000	97.631	0.20660
geometric_n124_d20	nsm_rho1	0.70	32	97.425	96.200	0.000	119.150	0.33056
geometric_n124_d20	nsm_rho1	0.80	32	104.919	99.150	1.431	155.194	0.48304
geometric_n124_d20	nsm_rho1	0.90	32	112.138	106.625	1.897	217.606	0.65120
geometric_n124_d20	nsm_rho1	1.00	32	114.019	108.156	2.302	272.306	0.77323
geometric_n124_d20	nsm_rho1	1.10	8	109.275	123.675	9.033	312.375	0.84214
geometric_n124_d20	nsm_rho1	1.20	8	109.100	117.850	11.325	349.675	0.88481
geometric_n124_d20	nsm_rho0.5	-1.00	8	115.550	115.550	5.605	115.550	0.01867
geometric_n124_d20	nsm_rho0.5	-0.90	8	112.025	112.025	3.488	112.025	0.01935
geometric_n124_d20	nsm_rho0.5	-0.80	8	117.750	117.750	8.919	117.750	0.01832
geometric_n124_d20	nsm_rho0.5	-0.70	8	109.200	109.200	3.831	109.200	0.01892
geometric_n124_d20	nsm_rho0.5	-0.60	8	114.200	114.200	4.594	114.200	0.01943
geometric_n124_d20	nsm_rho0.5	-0.50	8	103.550	103.550	3.586	103.550	0.01992
geometric_n124_d20	nsm_rho0.5	-0.40	8	108.450	108.450	3.586	108.450	0.02422
geometric_n124_d20	nsm_rho0.5	-0.30	8	129.275	120.075	12.388	120.075	0.02413
geometric_n124_d20	nsm_rho0.5	-0.20	8	115.075	113.150	3.699	113.150	0.02789
geometric_n124_d20	nsm_rho0.5	-0.10	8	110.750	108.825	3.714	108.825	0.03114
geometric_n124_d20	nsm_rho0.5	0.00	8	113.950	112.025	3.488	112.025	0.03866
geometric_n124_d20	nsm_rho0.5	0.10	8	107.500	107.500	4.271	107.500	0.04560
geometric_n124_d20	nsm_rho0.5	0.20	8	114.850	114.850	2.715	114.850	0.06146
geometric_n124_d20	nsm_rho0.5	0.30	8	111.650	111.650	3.403	111.650	0.07642
