graph	variant	theta	seeds	basin_best_1e5	basin_best_1e6	se_basin_best_1e6	best_real_1e6	acc_rate_1e6
random_n500_d5	none	-1.00	8	290.775	286.250	2.274	286.250	0.00897
random_n500_d5	none	-0.90	8	288.125	281.375	1.580	281.375	0.01545
random_n500_d5	none	-0.80	8	285.875	273.250	2.320	273.250	0.02004
random_n500_d5	none	-0.70	8	275.625	267.275	2.231	267.275	0.02507
random_n500_d5	none	-0.60	8	272.375	260.750	0.840	260.875	0.03292
random_n500_d5	none	-0.50	8	266.125	259.750	0.559	259.750	0.04542
random_n500_d5	none	-0.40	8	266.375	257.250	0.675	257.550	0.06410
random_n500_d5	none	-0.30	8	265.375	259.875	0.666	261.850	0.09094
random_n500_d5	none	-0.20	8	269.500	262.625	0.498	270.350	0.13259
random_n500_d5	none	-0.10	8	274.250	265.875	1.716	288.075	0.19284
random_n500_d5	none	0.00	8	287.500	282.625	2.187	320.400	0.27394
random_n500_d5	none	0.10	8	298.125	289.250	1.916	353.875	0.36674
random_n500_d5	none	0.20	8	305.125	302.000	3.246	393.400	0.46143
random_n500_d5	none	0.30	8	318.500	315.750	3.726	427.525	0.55092
random_n500_d5	none	0.40	8	322.500	317.750	2.603	459.950	0.62840
random_n500_d5	none	0.50	8	316.250	324.625	2.035	484.500	0.69467
random_n500_d5	none	0.60	8	321.750	322.250	1.916	502.475	0.74938
random_n500_d5	none	0.70	8	328.250	328.000	5.539	515.450	0.79459
random_n500_d5	none	0.80	8	324.375	324.250	2.902	530.000	0.83113
random_n500_d5	none	0.90	8	322.375	328.875	3.472	540.775	0.86163
random_n500_d5	none	1.00	8	317.750	329.000	3.273	547.000	0.88565
random_n500_d5	none	1.10	8	328.625	325.750	4.708	555.825	0.90579
random_n500_d5	none	1.20	8	322.125	324.500	1.225	562.650	0.92198
random_n500_d5	rk1	-1.00	8	315.375	296.750	2.671	296.750	0.00051
random_n500_d5	rk1	-0.90	8	306.875	292.750	1.962	293.025	0.00059
random_n500_d5	rk1	-0.80	8	308.750	292.875	3.777	293.025	0.00066
random_n500_d5	rk1	-0.70	8	307.625	291.875	2.844	292.275	0.00078
random_n500_d5	rk1	-0.60	8	304.000	283.375	1.511	284.000	0.00105
random_n500_d5	rk1	-0.50	8	293.875	276.500	1.763	277.925	0.00155
random_n500_d5	rk1	-0.40	8	300.250	274.375	2.228	277.075	0.00271
random_n500_d5	rk1	-0.30	8	294.000	268.875	1.368	274.800	0.00490
random_n500_d5	rk1	-0.20	8	288.250	270.125	1.767	282.050	0.01124
random_n500_d5	rk1	-0.10	8	287.625	270.375	1.580	297.300	0.02623
random_n500_d5	rk1	0.00	8	296.000	280.500	1.763	322.900	0.05973
random_n500_d5	rk1	0.10	8	298.125	293.750	1.770	360.850	0.11924
random_n500_d5	rk1	0.20	8	306.500	302.500	1.570	398.800	0.20446
random_n500_d5	rk1	0.30	8	320.625	310.250	3.294	430.625	0.30271
random_n500_d5	rk1	0.40	8	321.625	319.250	2.274	459.450	0.40436
random_n500_d5	rk1	0.50	8	320.375	322.500	2.486	483.225	0.49963
random_n500_d5	rk1	0.60	8	323.250	321.750	1.750	503.025	0.58432
random_n500_d5	rk1	0.70	8	325.625	326.125	4.286	516.350	0.65619
random_n500_d5	rk1	0.80	8	325.750	322.250	3.579	532.100	0.71624
random_n500_d5	rk1	0.90	8	334.500	327.500	3.207	540.950	0.76655
random_n500_d5	rk1	1.00	8	325.250	329.375	3.251	548.350	0.80784
random_n500_d5	rk1	1.10	8	328.750	326.125	4.060	557.650	0.84180
random_n500_d5	rk1	1.20	8	332.625	322.250	5.281	561.750	0.86996
random_n500_d5	rk4	-1.00	8	302.500	293.250	3.825	293.250	0.00050
random_n500_d5	rk4	-0.90	8	296.250	286.000	1.690	286.000	0.00064
random_n500_d5	rk4	-0.80	8	298.250	283.875	1.217	284.025	0.00099
random_n500_d5	rk4	-0.70	8	293.750	280.125	1.663	280.175	0.00173
random_n500_d5	rk4	-0.60	8	286.750	269.375	2.903	269.650	0.00379
random_n500_d5	rk4	-0.50	8	277.500	262.875	1.060	263.025	0.00788
random_n500_d5	rk4	-0.40	8	273.625	261.000	0.964	261.575	0.01630
random_n500_d5	rk4	-0.30	8	273.625	261.000	0.886	264.875	0.03309
random_n500_d5	rk4	-0.20	8	273.125	262.000	0.824	270.775	0.06085
random_n500_d5	rk4	-0.10	8	275.625	270.375	0.981	291.225	0.10798
random_n500_d5	rk4	0.00	8	288.000	280.375	2.095	321.750	0.17799
random_n500_d5	rk4	0.10	8	300.625	298.000	2.841	359.050	0.26782
random_n500_d5	rk4	0.20	8	304.750	304.125	3.548	395.975	0.36770
random_n500_d5	rk4	0.30	8	315.625	314.625	4.359	428.400	0.46596
random_n500_d5	rk4	0.40	8	310.500	312.125	4.081	460.175	0.55516
random_n500_d5	rk4	0.50	8	320.000	322.000	3.606	484.950	0.63235
random_n500_d5	rk4	0.60	8	326.250	319.625	4.040	501.925	0.69837
random_n500_d5	rk4	0.70	8	327.875	321.875	4.168	520.700	0.75226
random_n500_d5	rk4	0.80	8	327.625	327.500	2.706	531.025	0.79718
random_n500_d5	rk4	0.90	8	328.125	334.125	1.968	542.950	0.83332
random_n500_d5	rk4	1.00	8	326.875	321.500	3.946	546.100	0.86346
random_n500_d5	rk4	1.10	8	322.000	322.875	4.937	554.525	0.88758
random_n500_d5	rk4	1.20	8	334.375	327.375	6.590	560.200	0.90751
random_n500_d5	nsm_rho1	-1.00	8	286.000	276.000	1.427	276.000	0.01596
random_n500_d5	nsm_rho1	-0.90	8	281.750	268.125	1.817	268.125	0.01877
random_n500_d5	nsm_rho1	-0.80	8	277.750	264.625	1.209	264.625	0.02435
random_n500_d5	nsm_rho1	-0.70	8	272.625	263.125	2.022	263.150	0.03109
random_n500_d5	nsm_rho1	-0.60	8	272.000	261.125	1.381	261.150	0.03791
random_n500_d5	nsm_rho1	-0.50	8	263.500	260.625	1.034	260.625	0.05057
random_n500_d5	nsm_rho1	-0.40	8	267.125	256.000	1.000	257.025	0.06962
random_n500_d5	nsm_rho1	-0.30	8	264.000	257.625	0.962	260.875	0.09702
random_n500_d5	nsm_rho1	-0.20	8	270.625	261.125	1.315	271.975	0.14208
random_n500_d5	nsm_rho1	-0.10	8	275.000	268.875	0.666	290.275	0.20291
random_n500_d5	nsm_rho1	0.00	8	280.750	281.875	2.460	319.650	0.28395
random_n500_d5	nsm_rho1	0.10	8	299.625	288.375	2.291	355.325	0.37522
random_n500_d5	nsm_rho1	0.20	8	309.250	302.875	2.709	398.075	0.47043
random_n500_d5	nsm_rho1	0.30	8	317.625	311.500	3.469	428.750	0.55780
random_n500_d5	nsm_rho1	0.40	8	330.250	318.900	4.047	457.025	0.63448
random_n500_d5	nsm_rho1	0.50	8	313.000	324.875	5.588	482.650	0.69957
random_n500_d5	nsm_rho1	0.60	8	321.375	322.750	4.945	502.675	0.75365
random_n500_d5	nsm_rho1	0.70	8	319.875	322.875	3.067	519.825	0.79783
random_n500_d5	nsm_rho1	0.80	8	335.125	325.500	2.771	527.825	0.83407
random_n500_d5	nsm_rho1	0.90	8	326.250	326.625	3.500	537.025	0.86338
random_n500_d5	nsm_rho1	1.00	8	321.875	321.500	3.071	549.875	0.88759
random_n500_d5	nsm_rho1	1.10	8	324.875	323.250	2.153	554.500	0.90696
random_n500_d5	nsm_rho1	1.20	8	325.250	327.875	3.308	563.225	0.92297
random_n500_d5	nsm_rho0.5	-1.00	8	280.225	270.275	2.947	270.275	0.01159
random_n500_d5	nsm_rho0.5	-0.90	8	285.375	271.625	1.945	271.625	0.01604
random_n500_d5	nsm_rho0.5	-0.80	8	275.500	270.375	1.101	270.375	0.02331
random_n500_d5	nsm_rho0.5	-0.70	8	278.750	264.625	1.936	264.625	0.02885
random_n500_d5	nsm_rho0.5	-0.60	8	271.125	262.125	0.611	262.150	0.03730
random_n500_d5	nsm_rho0.5	-0.50	8	271.875	260.375	1.164	260.425	0.05012
random_n500_d5	nsm_rho0.5	-0.40	8	266.000	259.125	1.025	259.925	0.07119
random_n500_d5	nsm_rho0.5	-0.30	8	264.750	258.500	1.296	262.625	0.09684
random_n500_d5	nsm_rho0.5	-0.20	8	267.250	261.625	0.885	271.325	0.13844
random_n500_d5	nsm_rho0.5	-0.10	8	274.375	270.125	0.718	291.575	0.20074
random_n500_d5	nsm_rho0.5	0.00	8	284.875	283.125	2.364	322.125	0.28202
random_n500_d5	nsm_rho0.5	0.10	8	300.375	293.625	2.521	356.975	0.37556
random_n500_d5	nsm_rho0.5	0.20	8	305.375	301.125	2.728	396.225	0.47053
random_n500_d5	nsm_rho0.5	0.30	8	313.000	310.125	1.875	428.700	0.55934
random_n500_d5	nsm_rho0.5	0.40	8	320.375	309.750	3.736	456.800	0.63589
random_n500_d5	nsm_rho0.5	0.50	8	318.750	325.500	4.770	480.900	0.70091
random_n500_d5	nsm_rho0.5	0.60	8	328.875	327.250	3.195	502.925	0.75510
random_n500_d5	nsm_rho0.5	0.70	8	322.750	328.500	6.353	520.475	0.79917
random_n500_d5	nsm_rho0.5	0.80	8	323.625	324.250	3.245	525.600	0.83537
random_n500_d5	nsm_rho0.5	0.90	8	324.500	331.750	2.896	540.925	0.86419
random_n500_d5	nsm_rho0.5	1.00	8	329.125	325.750	5.440	551.825	0.88833
random_n500_d5	nsm_rho0.5	1.10	8	334.750	328.625	3.370	555.500	0.90743
random_n500_d5	nsm_rho0.5	1.20	8	326.375	322.875	3.210	561.600	0.92339
random_n500_d5	nsm_erosion	-1.00	8	281.125	272.750	2.094	272.750	0.01239
random_n500_d5	nsm_erosion	-0.90	8	287.025	271.250	2.684	271.250	0.01881
random_n500_d5	nsm_erosion	-0.80	8	275.875	268.400	2.036	268.425	0.02242
random_n500_d5	nsm_erosion	-0.70	8	274.375	264.750	1.436	264.775	0.02842
random_n500_d5	nsm_erosion	-0.60	8	270.250	260.000	1.165	260.000	0.03480
random_n500_d5	nsm_erosion	-0.50	8	266.875	259.250	0.840	259.400	0.04903
random_n500_d5	nsm_erosion	-0.40	8	264.000	258.625	1.117	259.575	0.06620
random_n500_d5	nsm_erosion	-0.30	8	267.875	259.875	0.611	263.150	0.09673
random_n500_d5	nsm_erosion	-0.20	8	268.500	263.000	1.402	272.550	0.13725
random_n500_d5	nsm_erosion	-0.10	8	278.875	271.500	1.842	292.200	0.19886
random_n500_d5	nsm_erosion	0.00	8	284.000	278.500	1.973	319.675	0.27939
random_n500_d5	nsm_erosion	0.10	8	297.000	292.625	1.149	359.250	0.37233
random_n500_d5	nsm_erosion	0.20	8	308.000	301.500	3.122	393.725	0.46765
random_n500_d5	nsm_erosion	0.30	8	318.250	310.625	3.338	433.525	0.55636
random_n500_d5	nsm_erosion	0.40	8	311.250	316.525	3.747	458.250	0.63417
random_n500_d5	nsm_erosion	0.50	8	328.750	322.625	2.659	485.650	0.70025
random_n500_d5	nsm_erosion	0.60	8	322.000	318.125	3.324	504.125	0.75468
random_n500_d5	nsm_erosion	0.70	8	322.375	325.625	4.209	518.525	0.79977
random_n500_d5	nsm_erosion	0.80	8	323.250	325.500	3.105	527.850	0.83621
random_n500_d5	nsm_erosion	0.90	8	325.875	325.625	3.332	539.400	0.86568
random_n500_d5	nsm_erosion	1.00	8	326.875	329.000	2.360	548.950	0.88948
random_n500_d5	nsm_erosion	1.10	8	331.125	325.500	4.408	554.800	0.90937
random_n500_d5	nsm_erosion	1.20	8	325.375	327.000	4.559	561.025	0.92505
random_n500_d5	hk_tau0.5	-1.00	8	278.375	270.275	2.273	270.275	0.00876
random_n500_d5	hk_tau0.5	-0.90	8	277.375	268.125	1.619	268.125	0.01352
random_n500_d5	hk_tau0.5	-0.80	8	272.350	263.375	1.700	263.375	0.01905
random_n500_d5	hk_tau0.5	-0.70	8	269.875	261.650	0.610	261.725	0.02468
random_n500_d5	hk_tau0.5	-0.60	8	264.125	257.875	1.407	258.100	0.03306
random_n500_d5	hk_tau0.5	-0.50	8	264.500	258.250	0.726	258.250	0.04718
random_n500_d5	hk_tau0.5	-0.40	8	261.975	256.250	0.701	257.350	0.06620
random_n500_d5	hk_tau0.5	-0.30	8	261.875	258.125	0.895	261.250	0.09522
random_n500_d5	hk_tau0.5	-0.20	8	265.625	261.250	0.881	270.775	0.13961
random_n500_d5	hk_tau0.5	-0.10	8	274.375	266.850	1.821	292.650	0.20850
random_n500_d5	hk_tau0.5	0.00	8	286.125	279.750	2.210	326.775	0.30154
random_n500_d5	hk_tau0.5	0.10	8	299.375	291.875	2.715	371.625	0.40591
random_n500_d5	hk_tau0.5	0.20	8	307.000	306.375	2.738	408.050	0.50806
random_n500_d5	hk_tau0.5	0.30	8	312.500	309.750	3.115	446.300	0.59746
random_n500_d5	hk_tau0.5	0.40	8	323.500	317.000	2.471	470.925	0.67213
random_n500_d5	hk_tau0.5	0.50	8	316.875	321.875	3.425	493.200	0.73274
random_n500_d5	hk_tau0.5	0.60	8	325.250	325.875	3.558	511.300	0.78169
random_n500_d5	hk_tau0.5	0.70	8	326.250	330.500	4.145	527.300	0.82079
random_n500_d5	hk_tau0.5	0.80	8	326.750	324.250	2.678	538.850	0.85260
random_n500_d5	hk_tau0.5	0.90	8	322.625	326.625	4.440	549.125	0.87817
random_n500_d5	hk_tau0.5	1.00	8	325.250	329.750	3.211	552.600	0.89879
random_n500_d5	hk_tau0.5	1.10	8	323.500	331.000	2.771	558.750	0.91584
random_n500_d5	hk_tau0.5	1.20	8	326.125	327.875	3.507	560.475	0.92998
random_n500_d5	hk_tau2	-1.00	8	269.125	266.750	1.319	267.150	0.01147
random_n500_d5	hk_tau2	-0.90	8	265.000	260.250	1.082	260.375	0.01635
random_n500_d5	hk_tau2	-0.80	8	266.750	262.625	1.149	263.025	0.02419
random_n500_d5	hk_tau2	-0.70	8	262.125	260.000	1.052	260.525	0.03445
random_n500_d5	hk_tau2	-0.60	8	263.250	258.500	1.052	259.550	0.04947
random_n500_d5	hk_tau2	-0.50	8	262.750	258.875	1.342	261.325	0.06935
random_n500_d5	hk_tau2	-0.40	8	263.250	259.750	0.491	268.025	0.10376
random_n500_d5	hk_tau2	-0.30	8	266.500	262.000	0.378	276.300	0.14646
random_n500_d5	hk_tau2	-0.20	8	268.000	267.375	1.981	295.875	0.21251
random_n500_d5	hk_tau2	-0.10	8	283.250	278.875	1.787	334.875	0.31770
random_n500_d5	hk_tau2	0.00	8	294.750	289.750	2.776	388.450	0.44629
random_n500_d5	hk_tau2	0.10	8	308.125	303.250	2.328	437.875	0.56158
random_n500_d5	hk_tau2	0.20	8	309.000	308.250	2.498	471.000	0.64972
random_n500_d5	hk_tau2	0.30	8	317.250	322.500	1.722	498.250	0.71710
random_n500_d5	hk_tau2	0.40	8	317.250	322.750	4.216	518.700	0.76822
random_n500_d5	hk_tau2	0.50	8	322.750	324.875	3.578	530.525	0.80844
random_n500_d5	hk_tau2	0.60	8	315.625	321.250	2.202	547.675	0.84018
random_n500_d5	hk_tau2	0.70	8	328.750	326.125	3.603	552.725	0.86558
random_n500_d5	hk_tau2	0.80	8	322.250	326.125	3.414	562.050	0.88660
random_n500_d5	hk_tau2	0.90	8	328.500	327.250	3.489	562.225	0.90377
random_n500_d5	hk_tau2	1.00	8	333.000	332.000	2.420	567.675	0.91812
random_n500_d5	hk_tau2	1.10	8	328.250	326.250	3.421	570.650	0.93005
random_n500_d5	hk_tau2	1.20	8	319.000	326.250	3.468	570.450	0.94063
random_n500_d5	hk_sched	-1.00	8	266.450	262.375	0.822	262.375	0.00999
random_n500_d5	hk_sched	-0.90	8	266.375	260.625	1.463	260.625	0.01652
random_n500_d5	hk_sched	-0.80	8	269.000	260.350	0.990	260.350	0.02154
random_n500_d5	hk_sched	-0.70	8	266.375	258.125	1.060	258.125	0.02973
random_n500_d5	hk_sched	-0.60	8	266.250	256.000	0.964	256.000	0.04117
random_n500_d5	hk_sched	-0.50	8	268.000	255.875	1.008	255.975	0.05765
random_n500_d5	hk_sched	-0.40	8	271.875	254.750	0.590	255.275	0.07986
random_n500_d5	hk_sched	-0.30	8	275.625	256.500	0.756	259.075	0.11447
random_n500_d5	hk_sched	-0.20	8	284.125	262.500	1.210	270.425	0.17013
random_n500_d5	hk_sched	-0.10	8	290.250	270.875	1.608	290.150	0.24414
random_n500_d5	hk_sched	0.00	8	310.875	280.500	2.179	320.150	0.33739
random_n500_d5	hk_sched	0.10	8	310.875	295.750	1.013	358.775	0.43547
random_n500_d5	hk_sched	0.20	8	322.125	306.000	2.745	396.400	0.52748
random_n500_d5	hk_sched	0.30	8	319.500	305.875	3.613	432.150	0.60881
random_n500_d5	hk_sched	0.40	8	323.750	319.125	2.386	463.300	0.67863
random_n500_d5	hk_sched	0.50	8	321.750	323.625	4.105	483.700	0.73581
random_n500_d5	hk_sched	0.60	8	324.250	334.000	4.939	502.375	0.78253
random_n500_d5	hk_sched	0.70	8	329.125	323.625	4.326	518.550	0.82068
random_n500_d5	hk_sched	0.80	8	327.000	318.750	4.078	533.250	0.85153
random_n500_d5	hk_sched	0.90	8	324.875	325.000	2.521	543.125	0.87725
random_n500_d5	hk_sched	1.00	8	331.125	332.625	3.479	547.925	0.89785
random_n500_d5	hk_sched	1.10	8	321.750	326.875	2.601	559.775	0.91489
random_n500_d5	hk_sched	1.20	8	328.875	327.875	2.628	560.350	0.92908
random_n500_d10	none	-1.00	8	768.825	756.500	3.684	756.500	0.00416
random_n500_d10	none	-0.90	8	762.250	748.000	3.433	748.000	0.00650
random_n500_d10	none	-0.80	8	759.475	748.025	2.770	748.025	0.00866
random_n500_d10	none	-0.70	8	750.625	738.325	1.573	738.325	0.01225
random_n500_d10	none	-0.60	8	747.375	735.975	2.538	735.975	0.01720
random_n500_d10	none	-0.50	8	743.750	733.250	2.392	733.275	0.02297
random_n500_d10	none	-0.40	8	741.525	726.375	2.290	726.450	0.03265
random_n500_d10	none	-0.30	8	733.150	723.775	0.825	724.125	0.04796
random_n500_d10	none	-0.20	8	734.250	723.575	1.545	726.525	0.07031
random_n500_d10	none	-0.10	8	737.750	729.450	1.809	737.775	0.10736
random_n500_d10	none	0.00	8	744.000	732.025	2.020	753.000	0.15732
random_n500_d10	none	0.10	8	753.875	744.125	2.715	788.100	0.22851
random_n500_d10	none	0.20	8	769.250	765.350	2.889	840.500	0.31879
random_n500_d10	none	0.30	8	774.250	782.250	4.850	894.650	0.41801
random_n500_d10	none	0.40	8	794.875	787.125	2.875	953.750	0.51471
random_n500_d10	none	0.50	8	806.250	798.000	5.919	996.375	0.59954
random_n500_d10	none	0.60	8	801.125	813.500	4.532	1037.500	0.67259
random_n500_d10	none	0.70	8	811.875	807.125	3.739	1066.125	0.73351
random_n500_d10	none	0.80	8	809.000	812.125	4.756	1091.700	0.78328
random_n500_d10	none	0.90	8	818.250	814.100	4.769	1111.975	0.82414
random_n500_d10	none	1.00	8	809.250	795.375	7.435	1128.300	0.85689
random_n500_d10	none	1.10	8	808.000	814.375	3.565	1145.175	0.88351
random_n500_d10	none	1.20	8	814.375	817.750	5.042	1151.700	0.90489
random_n500_d10	rk1	-1.00	8	799.000	778.625	2.777	779.525	0.00046
random_n500_d10	rk1	-0.90	8	798.575	783.750	3.339	785.125	0.00045
random_n500_d10	rk1	-0.80	8	795.875	778.625	2.686	779.800	0.00052
random_n500_d10	rk1	-0.70	8	797.875	772.850	3.987	773.600	0.00061
random_n500_d10	rk1	-0.60	8	790.000	765.375	2.964	767.025	0.00069
random_n500_d10	rk1	-0.50	8	785.125	753.875	4.042	754.600	0.00085
random_n500_d10	rk1	-0.40	8	781.125	756.200	2.853	759.325	0.00110
random_n500_d10	rk1	-0.30	8	781.100	746.250	3.473	751.525	0.00182
random_n500_d10	rk1	-0.20	8	771.125	743.875	1.674	750.925	0.00332
random_n500_d10	rk1	-0.10	8	764.125	737.875	1.156	751.100	0.00659
random_n500_d10	rk1	0.00	8	762.500	742.350	2.155	769.175	0.01644
random_n500_d10	rk1	0.10	8	768.250	754.000	3.322	804.275	0.03931
random_n500_d10	rk1	0.20	8	773.750	764.100	2.706	848.025	0.08660
random_n500_d10	rk1	0.30	8	786.875	774.250	2.512	902.750	0.16326
random_n500_d10	rk1	0.40	8	800.975	789.500	3.257	951.750	0.26024
random_n500_d10	rk1	0.50	8	806.025	803.250	5.489	1001.775	0.36469
random_n500_d10	rk1	0.60	8	804.475	797.350	4.252	1039.325	0.46637
random_n500_d10	rk1	0.70	8	805.125	804.625	5.688	1074.025	0.55796
random_n500_d10	rk1	0.80	8	810.750	815.250	3.331	1098.700	0.63607
random_n500_d10	rk1	0.90	8	817.375	810.375	5.997	1114.125	0.70300
random_n500_d10	rk1	1.00	8	809.725	809.625	6.003	1128.800	0.75760
random_n500_d10	rk1	1.10	8	807.000	817.125	3.984	1146.050	0.80243
random_n500_d10	rk1	1.20	8	810.975	807.125	4.860	1148.500	0.83918
random_n500_d10	rk4	-1.00	8	790.500	783.375	4.084	783.775	0.00043
random_n500_d10	rk4	-0.90	8	785.125	774.625	2.890	774.625	0.00050
random_n500_d10	rk4	-0.80	8	782.125	773.500	5.302	773.700	0.00053
random_n500_d10	rk4	-0.70	8	774.025	758.775	3.902	758.900	0.00075
random_n500_d10	rk4	-0.60	8	767.250	745.800	4.048	746.225	0.00114
random_n500_d10	rk4	-0.50	8	773.500	744.275	4.626	744.875	0.00249
random_n500_d10	rk4	-0.40	8	753.700	732.850	2.766	733.200	0.00511
random_n500_d10	rk4	-0.30	8	747.800	730.600	2.499	732.800	0.01115
random_n500_d10	rk4	-0.20	8	742.650	726.400	1.667	731.150	0.02260
random_n500_d10	rk4	-0.10	8	748.225	729.375	1.194	738.025	0.04493
random_n500_d10	rk4	0.00	8	746.000	731.225	1.404	755.925	0.08097
random_n500_d10	rk4	0.10	8	752.250	745.000	2.138	791.550	0.13917
random_n500_d10	rk4	0.20	8	765.875	763.375	4.375	841.800	0.22311
random_n500_d10	rk4	0.30	8	783.250	779.275	3.214	900.875	0.32245
random_n500_d10	rk4	0.40	8	786.000	789.250	4.667	953.975	0.42593
random_n500_d10	rk4	0.50	8	799.625	797.250	6.755	999.950	0.52222
random_n500_d10	rk4	0.60	8	803.875	801.375	2.988	1040.225	0.60698
random_n500_d10	rk4	0.70	8	808.750	808.250	4.589	1069.350	0.67852
random_n500_d10	rk4	0.80	8	811.875	816.000	4.259	1092.550	0.73887
random_n500_d10	rk4	0.90	8	807.500	808.625	6.156	1114.125	0.78725
random_n500_d10	rk4	1.00	8	809.400	812.025	5.657	1135.025	0.82739
random_n500_d10	rk4	1.10	8	817.625	819.850	6.766	1143.975	0.85939
random_n500_d10	rk4	1.20	8	813.000	808.625	5.484	1158.300	0.88561
random_n500_d10	nsm_rho1	-1.00	8	758.800	750.950	1.715	750.950	0.00732
random_n500_d10	nsm_rho1	-0.90	8	754.400	744.925	2.494	744.925	0.00998
random_n500_d10	nsm_rho1	-0.80	8	750.900	743.150	3.916	743.150	0.01286
random_n500_d10	nsm_rho1	-0.70	8	745.775	740.550	2.058	740.550	0.01564
random_n500_d10	nsm_rho1	-0.60	8	744.500	731.175	0.993	731.175	0.01918
random_n500_d10	nsm_rho1	-0.50	8	743.125	732.125	2.474	732.175	0.02750
random_n500_d10	nsm_rho1	-0.40	8	740.400	729.475	2.141	729.625	0.03803
random_n500_d10	nsm_rho1	-0.30	8	733.650	727.725	0.962	729.275	0.05407
random_n500_d10	nsm_rho1	-0.20	8	736.975	725.350	1.524	730.050	0.07717
random_n500_d10	nsm_rho1	-0.10	8	739.850	728.725	1.548	738.500	0.11228
random_n500_d10	nsm_rho1	0.00	8	744.350	733.500	2.338	756.050	0.16346
random_n500_d10	nsm_rho1	0.10	8	744.150	748.000	2.212	791.725	0.23612
random_n500_d10	nsm_rho1	0.20	8	768.775	762.000	4.957	842.625	0.32613
random_n500_d10	nsm_rho1	0.30	8	780.500	773.875	3.378	898.100	0.42476
random_n500_d10	nsm_rho1	0.40	8	795.250	785.500	2.860	952.225	0.51979
random_n500_d10	nsm_rho1	0.50	8	796.125	789.625	4.747	998.725	0.60442
random_n500_d10	nsm_rho1	0.60	8	805.125	793.875	4.638	1033.850	0.67692
random_n500_d10	nsm_rho1	0.70	8	811.750	810.750	4.283	1065.175	0.73665
random_n500_d10	nsm_rho1	0.80	8	809.250	809.250	5.993	1095.500	0.78591
random_n500_d10	nsm_rho1	0.90	8	811.125	815.750	5.688	1113.350	0.82600
random_n500_d10	nsm_rho1	1.00	8	811.350	817.350	4.429	1127.450	0.85856
random_n500_d10	nsm_rho1	1.10	8	804.250	803.350	3.305	1141.800	0.88488
random_n500_d10	nsm_rho1	1.20	8	809.625	812.875	4.311	1146.700	0.90613
random_n500_d10	nsm_rho0.5	-1.00	8	763.975	755.875	3.688	755.875	0.00809
random_n500_d10	nsm_rho0.5	-0.90	8	760.100	753.175	5.726	753.175	0.00887
random_n500_d10	nsm_rho0.5	-0.80	8	759.500	744.900	4.145	745.050	0.01193
random_n500_d10	nsm_rho0.5	-0.70	8	748.150	735.200	2.929	735.200	0.01493
random_n500_d10	nsm_rho0.5	-0.60	8	744.500	731.175	2.805	731.275	0.02067
random_n500_d10	nsm_rho0.5	-0.50	8	742.125	730.775	1.457	730.800	0.02680
random_n500_d10	nsm_rho0.5	-0.40	8	734.600	727.350	1.371	727.600	0.03766
random_n500_d10	nsm_rho0.5	-0.30	8	740.250	722.250	0.989	723.625	0.05047
random_n500_d10	nsm_rho0.5	-0.20	8	730.350	722.975	1.022	727.750	0.07484
random_n500_d10	nsm_rho0.5	-0.10	8	737.000	728.975	0.891	737.600	0.11143
random_n500_d10	nsm_rho0.5	0.00	8	741.125	733.000	2.375	757.000	0.16178
random_n500_d10	nsm_rho0.5	0.10	8	753.250	748.375	2.283	792.500	0.23485
random_n500_d10	nsm_rho0.5	0.20	8	765.225	757.500	3.100	839.100	0.32467
random_n500_d10	nsm_rho0.5	0.30	8	781.875	773.250	4.507	897.125	0.42498
random_n500_d10	nsm_rho0.5	0.40	8	793.375	792.625	3.669	951.425	0.52044
random_n500_d10	nsm_rho0.5	0.50	8	801.625	798.875	5.655	1000.600	0.60479
random_n500_d10	nsm_rho0.5	0.60	8	807.375	794.250	5.812	1040.225	0.67762
random_n500_d10	nsm_rho0.5	0.70	8	805.250	812.000	5.542	1068.125	0.73772
random_n500_d10	nsm_rho0.5	0.80	8	801.975	811.750	3.981	1096.100	0.78654
random_n500_d10	nsm_rho0.5	0.90	8	813.375	803.750	4.487	1113.700	0.82665
random_n500_d10	nsm_rho0.5	1.00	8	816.375	814.000	7.221	1131.075	0.85909
random_n500_d10	nsm_rho0.5	1.10	8	814.250	809.000	8.211	1141.850	0.88526
random_n500_d10	nsm_rho0.5	1.20	8	808.125	806.225	4.682	1152.175	0.90606
random_n500_d10	nsm_erosion	-1.00	8	762.450	745.550	1.953	745.550	0.00811
